Collection,Category,Material,Product Name,Product SKU(s),Seating Type,Height,Width,Depth,Length,Seat Height,Arm Height,Weight,Description,Product Image URL,Product URL
Blair Air,Seating,Aluminum,Armless Sofa,51AR432N,,"36""","79""","33""",,"18""",,92,"The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair cushion sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.",https://www.homecrest.com/data/products/1961/images/51AR432N.jpg,https://www.homecrest.com/Seating/blair-air/armless-sofa
Blair Air,Seating,Aluminum,Sofa,10AR432,,"36""","87""","33""",,"18""","23""",100,"The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair cushion sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.",https://www.homecrest.com/data/products/1962/images/10AR432.jpg,https://www.homecrest.com/Seating/blair-air/sofa
Blair Air,Seating,Aluminum,Left Arm Sofa,10AR432L,,"36""","83""","33""",,"18""","23""",97,"The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair cushion sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.",https://www.homecrest.com/data/products/1963/images/10AR432L.jpg,https://www.homecrest.com/Seating/blair-air/left-arm-sofa
Blair Air,Seating,Aluminum,Right Arm Sofa,10AR432R,,"36""","83""","33""",,"18""","23""",97,"The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair cushion sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.",https://www.homecrest.com/data/products/1964/images/10AR432R.jpg,https://www.homecrest.com/Seating/blair-air/right-arm-sofa
Blair Air,Seating,Aluminum,"35.5"" x 23"" Mode End Table/Corner Unit",1310020,,,,,,,,,"The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.",https://www.homecrest.com/data/products/1965/images/1310020.jpg,https://www.homecrest.com/Tables/blair-air/35-5x23-inch-mode-table-corner-unit
Blair Cushion,Seating,Aluminum,Armless Center Chat Chair,8439N-DC; 8439N-UC,,"35""","24""","33""",,"18""",,0,"Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs. Note: This is not a standalone piece.",https://www.homecrest.com/data/products/5231/images/8439N.jpg,https://www.homecrest.com/Seating/blair-cushion/armless-center-chat-chair
Blair Cushion,Seating,Aluminum,Chat Chair,8439A-DC; 8439A-UC,,"35""","32""","33""",,"18""","24""",0,"Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs.",https://www.homecrest.com/data/products/5232/images/8439A.jpg,https://www.homecrest.com/Seating/blair-cushion/chat-chair
Blair Cushion,Seating,Aluminum,Swivel Rocker Chat Chair,8490A-DC; 8490A-UC,,"35""","32""","33""",,"18""","24""",0,"Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs.",https://www.homecrest.com/data/products/5233/images/8490A.jpg,https://www.homecrest.com/Seating/blair-cushion/swivel-rocker-chat-chair
Blair Cushion,Seating,Aluminum,Left Arm Chat Chair,8439L-DC; 8439L-UC,,"35""","28""","33""",,"18""","24""",0,"Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs. Note: This is not a standalone piece.",https://www.homecrest.com/data/products/5234/images/8439L.jpg,https://www.homecrest.com/Seating/blair-cushion/left-arm-chat-chair
Blair Cushion,Seating,Aluminum,Right Arm Chat Chair,8439R-DC; 8439R-UC,,"35""","28""","33""",,"18""","24""",0,"Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs. Note: This is not a standalone piece.",https://www.homecrest.com/data/products/5235/images/8439R.jpg,https://www.homecrest.com/Seating/blair-cushion/right-arm-chat-chair
