id,sku,name,collection,short_description,description
3275,NC2170DC,Seaside Teak Dining Chair,Seaside,"Dining Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric. Turn your patio into a lavish outdoor lounge with this artfully designed teak seating set.","Dining Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric. Turn your patio into a lavish outdoor lounge with this artfully designed teak seating set.

<p>Dining Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric. Turn your patio into a lavish outdoor lounge with this artfully designed teak seating set.</p>

<ul>
  <li>Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  
  
  <li>Weight Capacity: 270 lbs.</li>
</ul>"
3340,NC2170ET,Seaside Teak End Table,Seaside,"This Teak Side Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.","This Teak Side Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.

<p>This Teak Side Table features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</p>

<ul>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>Durability: Weather Resistant</li>
  <li>Assembly Required: Yes</li>
  <li>Teak</li>
</ul>"
3260,NC2170LS,Seaside Teak Loveseat,Seaside,"Patio Loveseat with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Patio Loveseat with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.

<p>Patio Loveseat with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.</p>

<ul>
  <li>Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  
  
  <li>Seat Depth – Front to Back 26</li>
  <li>Seat Back Height 18.5</li>
  <li>Weight Capacity: 550 lbs.</li>
</ul>"
3360,NC2170O-REC,Seaside Teak Ottoman,Seaside,"Patio Dining Ottoman with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Patio Dining Ottoman with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.

<p>Patio Dining Ottoman with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.</p>

<ul>
  <li>Plush bull nose cushions in the Sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  
  <li>Weight Capacity: 270 lbs.</li>
</ul>"
5526,C6600DC,Sedona Dining Chair,Sedona 6600,,
5520,NC66003S,Sedona Sofa,Sedona 6600,,
5522,NC6600C,Sedona Lounge Chair,Sedona 6600,,
5524,NC6600LL,Sedona Sectional Left Arm Loveseat,Sedona 6600,,
5521,NC6600LS,Sedona Loveseat,Sedona 6600,,
5525,NC6600RL,Sedona Sectional Right Arm Loveseat,Sedona 6600,,
5523,NC6600SR,Sedona Swivel Rocker,Sedona 6600,,
3278,NC2045-DC,Solano Dining Chair,Solano,This teak patio dining chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"This teak patio dining chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.

<p>This teak patio dining chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish</li>
  <li>Outer Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Weight Capacity: 250 lb.</li>
  
  
  <li>Assembly Required: Yes</li>
</ul>"
3279,NC2045-DCS,Solano Dining Side Chair,Solano,This teak patio dining side chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"This teak patio dining side chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.

<p>This teak patio dining side chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish</li>
  <li>Outer Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Weight Capacity: 250 lb.</li>
  
  
  <li>Assembly Required: Yes</li>
</ul>"
3268,NC2045-DLS,Solano 2 Seater Dining Bench,Solano,This teak patio bench loveseat with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"This teak patio bench loveseat with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.

<p>This teak patio bench loveseat with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish</li>
  <li>Solution dyed: Yes</li>
  <li>Cushion attachment type: Cushion ties</li>
  <li>Seating Capacity: 2</li>
  <li>Weight Capacity: 500 lb.</li>
  <li>Seat: 17H x 18.25D</li>
  
  
  <li>Assembly Required: Yes</li>
</ul>"
3262,NC52233S,Sorrento 3 Seater Sofa,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Removable suspension seating provides additional comfort and easy maintenance</li>
</ul>"
3263,NC5223C,Sorrento Lounge Chair,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Removable suspension seating provides additional comfort and easy maintenance</li>
</ul>"
3341,NC5223CT-REC,Sorrento Rectangle Coffee Table with Glass,Sorrento,Rectangle Coffee Table,"Rectangle Coffee Table

<p>Rectangle Coffee Table Glass.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
</ul>"
3342,NC5223ET-SQ,Sorrento Square End Table with Glass,Sorrento,Square End Table with,"Square End Table with

<p>Square End Table with Glass.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
</ul>"
3264,NC5223LS,Sorrento Loveseat,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Removable suspension seating provides additional comfort and easy maintenance</li>
</ul>"
3361,NC5223O-REC,Sorrento Rectangle Ottoman,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
</ul>"
3265,NC5223SG,Sorrento Swivel Glider Chair,Sorrento,,"<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Removable suspension seating provides additional comfort and easy maintenance</li>
</ul>"
5297,NC53063S,Sydney Sofa,Sydney 5306,,
5299,NC5306C,Sydney Lounge Chair,Sydney 5306,,
5303,NC5306CT-REC,Sydney Rectangle Coffee Table,Sydney 5306,,
5304,NC5306CT-SQ,Sydney Square Cube Coffee Table,Sydney 5306,,
5302,NC5306ET-SQ,Sydney Square End Table,Sydney 5306,,
5306,NC5306LL,Sydney Sectional Left Arm Loveseat,Sydney 5306,,
5298,NC5306LS,Sydney Loveseat,Sydney 5306,,
5301,NC5306O-SQ,Sydney Square Ottoman,Sydney 5306,,
5307,NC5306RL,Sydney Sectional Right Arm Loveseat,Sydney 5306,,
5308,NC5306SCC-90,Sydney Sectional Corner Chair,Sydney 5306,,
5305,NC5306SCM,Sydney Sectional Middle Armless,Sydney 5306,,
5300,NC5306SG,Sydney Swivel Glider,Sydney 5306,,
5295,NC2001CUB-MED,Tuscino Cube Ottoman Medium,Tuscino,,
5296,NC2001CUBE-SM,Tuscino Cube Ottoman Small,Tuscino,,
5294,NC2001OT-SQ,Tuscino Square Ottoman,Tuscino,,
3267,NC2001SCC,Tuscino Modular Corner,Tuscino,Features:,"Features:

<p>Features:</p>

<ul>
  <li>Removeable premium outdoor fabric cover</li>
  <li>Dacron wrapped foam padding secured to a 100% recycled poly lumber frame</li>
  <li>Supportive, comfortable suspension system</li>
  <li>Built to withstand the elements</li>
  <li>Fun, stylish, modular, comfortable, durable</li>
</ul>"
3266,NC2001SCM,Tuscino Modular Armless Middle Chair,Tuscino,Features:,"Features:

<p>Features:</p>

<ul>
  <li>Removeable premium outdoor fabric cover</li>
  <li>Dacron wrapped foam padding secured to a 100% recycled poly lumber frame</li>
  <li>Supportive, comfortable suspension system</li>
  <li>Built to withstand the elements</li>
  <li>Fun, stylish, modular, comfortable, durable</li>
</ul>"
3373,NC415-ICE,Universal Ice Chest,Universal,"The Universal End Table Ice Chest adds versatility to any outdoor space. This unique accessory features wicker finishes that are made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion. Capable of holding at least 72 canned beverages with ice, the End Table Ice Chest allows you to bring the party outdoors","The Universal End Table Ice Chest adds versatility to any outdoor space. This unique accessory features wicker finishes that are made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion. Capable of holding at least 72 canned beverages with ice, the End Table Ice Chest allows you to bring the party outdoors

<p>The Universal End Table Ice Chest adds versatility to any outdoor space. This unique accessory features wicker finishes that are made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion. Capable of holding at least 72 canned beverages with ice, the End Table Ice Chest allows you to bring the party outdoors</p>

<ul>
  <li>Includes a stainless steel air spring safety hinge and PVC liner with drainage plug.</li>
  <li>The wicker is made from expertly crafted resin and is easy to clean with soap and water.</li>
  <li>Makes a great gift for a friend or family member.</li>
  
</ul>"
3374,NC415CBL,Universal Large Cushion Storage Box,Universal,"The Universal Cushion Storage Box adds versatility to any outdoor space. This unique accessory features outdoor wicker finish that is made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion.","The Universal Cushion Storage Box adds versatility to any outdoor space. This unique accessory features outdoor wicker finish that is made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion.

<p>The Universal Cushion Storage Box adds versatility to any outdoor space. This unique accessory features outdoor wicker finish that is made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance.</li>
</ul>"
3347,NC415CHSS-25,Universal Counter Height Swivel Stool,Universal,"The Universal Swivel Counter Stool combines the fun of bar seating with the comfort of a dining armchair. The UV-protected wicker, available in 8 colors, creates a contemporary sports a flat woven design, creating a contemporary look with clean lines. This swivel chair includes a fade- and mildew-resistant Sunbrella® seat cushion.","The Universal Swivel Counter Stool combines the fun of bar seating with the comfort of a dining armchair. The UV-protected wicker, available in 8 colors, creates a contemporary sports a flat woven design, creating a contemporary look with clean lines. This swivel chair includes a fade- and mildew-resistant Sunbrella® seat cushion.

<p>The Universal Swivel Counter Stool combines the fun of bar seating with the comfort of a dining armchair. The UV-protected wicker, available in 8 colors, creates a contemporary sports a flat woven design, creating a contemporary look with clean lines. This swivel chair includes a fade- and mildew-resistant Sunbrella® seat cushion.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
</ul>"
3277,NC415DC,Universal Dining Chair,Universal,"The sleek and stylish Universal Dining Arm Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining armchair includes a fade- and mildew-resistant Sunbrella® seat cushion.","The sleek and stylish Universal Dining Arm Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining armchair includes a fade- and mildew-resistant Sunbrella® seat cushion.

<p>The sleek and stylish Universal Dining Arm Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining armchair includes a fade- and mildew-resistant Sunbrella® seat cushion.</p>

<ul>
  <li>Seat Type: With Cushions</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>The wicker is made from expertly crafted resin and is easy to clean with soap and water.</li>
  <li>Cush415/416-DC</li>
  
</ul>"
3276,NC415DCS,Universal Armless Dining Chair,Universal,"The sleek and stylish Universal Armless Dining Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining side chair includes a fade- and mildew-resistant Sunbrella® seat cushion only.","The sleek and stylish Universal Armless Dining Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining side chair includes a fade- and mildew-resistant Sunbrella® seat cushion only.

<p>The sleek and stylish Universal Armless Dining Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining side chair includes a fade- and mildew-resistant Sunbrella® seat cushion only.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Seat cushion is made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Full-sized design provides deep, comfortable seating. Compare dimensions to lesser brands to see the difference!</li>
  <li>Includes 2 back ties to hold cushion in place on Armless Dining Chair</li>
</ul>"
3294,NC415DT-48,Universal Square Dining Table,Universal,"The Universal 48” Square Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this","The Universal 48” Square Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this

<p>The Universal 48” Square Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass top</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table includes an umbrella hole</li>
  <li>Comfortably seats 4 with the Universal Armless Bar Stools</li>
</ul>"
3295,NC415DT-72,Universal Rectangle Dining Table,Universal,"The Universal 72” x 42” Dining Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a flat woven design, blending contemporary design with naturally varied tones. The top includes an umbrella hole so you can enjoy your favorite shade while dining (umbrella not included). A tempered glass top is included with this table..","The Universal 72” x 42” Dining Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a flat woven design, blending contemporary design with naturally varied tones. The top includes an umbrella hole so you can enjoy your favorite shade while dining (umbrella not included). A tempered glass top is included with this table..

<p>The Universal 72” x 42” Dining Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a flat woven design, blending contemporary design with naturally varied tones. The top includes an umbrella hole so you can enjoy your favorite shade while dining (umbrella not included). A tempered glass top is included with this table..</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass top</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table includes an umbrella hole (umbrella not included)</li>
</ul>"
3238,NC415HBSG,Universal High Back Swivel Glider,Universal,"The Universal Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Universal Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Universal Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>"
3363,NC415O-SQ,Universal Cube Ottoman,Universal,The Universal Cube Ottoman is the perfect addition to your patio setting without sacrificing additional space. Also included is a cushion covered in fade- and mildew-resistant Sunbrella,"The Universal Cube Ottoman is the perfect addition to your patio setting without sacrificing additional space. Also included is a cushion covered in fade- and mildew-resistant Sunbrella

<p>The Universal Cube Ottoman is the perfect addition to your patio setting without sacrificing additional space. Also included is a cushion covered in fade- and mildew-resistant Sunbrella fabric.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
</ul>"
