sku,name,collection,description,short_description,specs,tags,materials
956-SRW,Classico Swivel Rocker Lounge Chair,Classico,"The O.W. Lee Classico Swivel Rocker Lounge Chair blends graceful design with gentle movement. Featuring smooth swivel and rocking motion, this outdoor lounge chair offers relaxed comfort wrapped in traditional sophistication. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, customers can easily customize each piece to seamlessly complement their individual style.","The O.W. Lee Classico Swivel Rocker Lounge Chair blends graceful design with gentle movement. Featuring smooth swivel and rocking motion, this outdoor lounge chair offers relaxed comfort wrapped in traditional sophistication. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, customers can easily customize each piece to seamlessly complement their individual style.","{'height_in': '40.75', 'collection': 'Classico', 'weight_lbs': '57 (pkg)', 'arm_height_in': '26.75', 'seat_height_in': '17.75', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2026/02/Classico_Retail_SpecSheets_2026-upd_Part11.pdf', 'depth_length_in': '34.25', 'width_diameter_in': '28'}","['o-w-lee', 'classico', 'made-in-usa']","Aluminum, Wrought Iron"
5160-54RDC,"Compass 54"" Round Chat Height Fire Pit",Compass,,,,[],
5360-X24P,Compass X24 Corten Breeo Fire Pit Insert,Compass,,,,[],
5360-X24S,Compass X24 Stainless Steel Breeo Fire Pit Insert,Compass,,,,[],
D-TOPS,Dakota Porcelain Tops,Dakota Porcelain Tops,,,,[],
K-TOPS,Dekton Tops,Dekton,,,,[],
5122-30RDC,"Elba 30"" Rd. Chat Height Fire Pit",Elba,"Sleek, stylish, and distinctly modern, the all-aluminum Elba Fire Pit brings a bold architectural statement to your outdoor space. Designed with a clean, linear aesthetic, Elba illuminates the elegance of O.W. Lee’s unmatched craftsmanship in aluminum with a durable commercial grade porcelain top to create a fire feature that feels both contemporary and timeless. Artisan-crafted in the USA, the Elba Fire Pit offers exceptional customization to suit your outdoor aesthetic. Choose from 10 elegant frame finishes and 16 striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With four height options and six versatile sizes, the Elba fire pit is our most extensive Casual Fireside collection.","Sleek, stylish, and distinctly modern, the all-aluminum Elba Fire Pit brings a bold architectural statement to your outdoor space. Designed with a clean, linear aesthetic, Elba illuminates the elegance of O.W. Lee’s unmatched craftsmanship in aluminum with a durable commercial grade porcelain top to create a fire feature that feels both contemporary and timeless. Artisan-crafted in the USA, the Elba Fire Pit offers exceptional customization to suit your outdoor aesthetic. Choose from 10 elegant frame finishes and 16 striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With four height options and six versatile sizes, the Elba fire pit is our most extensive Casual Fireside collection.","{'height_in': '25', 'collection': 'Elba', 'weight_lbs': '104 (pkg)', 'arm_height_in': '—', 'seat_height_in': '—', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5122-30RDC-Elba.pdf', 'width_diameter_in': '30'}","['o-w-lee', 'elba', 'made-in-usa']",Aluminum
5122-36RDC,"Elba 36"" Rd. Chat Height Fire Pit",Elba,"Sleek, stylish, and distinctly modern, the all-aluminum Elba Fire Pit brings a bold architectural statement to your outdoor space. Designed with a clean, linear aesthetic, Elba illuminates the elegance of O.W. Lee’s unmatched craftsmanship in aluminum with a durable commercial grade porcelain top to create a fire feature that feels both contemporary and timeless. Artisan-crafted in the USA, the Elba Fire Pit offers exceptional customization to suit your outdoor aesthetic. Choose from 10 elegant frame finishes and 16 striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With four height options and six versatile sizes, the Elba fire pit is our most extensive Casual Fireside collection.","Sleek, stylish, and distinctly modern, the all-aluminum Elba Fire Pit brings a bold architectural statement to your outdoor space. Designed with a clean, linear aesthetic, Elba illuminates the elegance of O.W. Lee’s unmatched craftsmanship in aluminum with a durable commercial grade porcelain top to create a fire feature that feels both contemporary and timeless. Artisan-crafted in the USA, the Elba Fire Pit offers exceptional customization to suit your outdoor aesthetic. Choose from 10 elegant frame finishes and 16 striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With four height options and six versatile sizes, the Elba fire pit is our most extensive Casual Fireside collection.","{'collection': 'Elba', 'weight_lbs': '148 (pkg)', 'arm_height_in': '—', 'seat_height_in': '—', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5122-36RDC-Elba.pdf', 'width_diameter_in': '36'}","['o-w-lee', 'elba', 'made-in-usa']",Aluminum
5122-42RDC,"Elba 42"" Rd. Chat Height Fire Pit",Elba,"Sleek, stylish, and distinctly modern, the all-aluminum Elba Fire Pit brings a bold architectural statement to your outdoor space. Designed with a clean, linear aesthetic, Elba illuminates the elegance of O.W. Lee’s unmatched craftsmanship in aluminum with a durable commercial grade porcelain top to create a fire feature that feels both contemporary and timeless. Artisan-crafted in the USA, the Elba Fire Pit offers exceptional customization to suit your outdoor aesthetic. Choose from 10 elegant frame finishes and 16 striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With four height options and six versatile sizes, the Elba fire pit is our most extensive Casual Fireside collection.","Sleek, stylish, and distinctly modern, the all-aluminum Elba Fire Pit brings a bold architectural statement to your outdoor space. Designed with a clean, linear aesthetic, Elba illuminates the elegance of O.W. Lee’s unmatched craftsmanship in aluminum with a durable commercial grade porcelain top to create a fire feature that feels both contemporary and timeless. Artisan-crafted in the USA, the Elba Fire Pit offers exceptional customization to suit your outdoor aesthetic. Choose from 10 elegant frame finishes and 16 striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With four height options and six versatile sizes, the Elba fire pit is our most extensive Casual Fireside collection.","{'height_in': '24', 'collection': 'Elba', 'weight_lbs': '115 (pkg)', 'arm_height_in': '—', 'seat_height_in': '—', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5122-42RDC-Elba.pdf', 'width_diameter_in': '42'}","['o-w-lee', 'elba', 'made-in-usa']",Aluminum
5122-42RDO,"Elba 42"" Rd. Occasional Height Fire Pit",Elba,"Sleek, stylish, and distinctly modern, the all-aluminum Elba Fire Pit brings a bold architectural statement to your outdoor space. Designed with a clean, linear aesthetic, Elba illuminates the elegance of O.W. Lee’s unmatched craftsmanship in aluminum with a durable commercial grade porcelain top to create a fire feature that feels both contemporary and timeless. Artisan-crafted in the USA, the Elba Fire Pit offers exceptional customization to suit your outdoor aesthetic. Choose from 10 elegant frame finishes and 16 striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With four height options and six versatile sizes, the Elba fire pit is our most extensive Casual Fireside collection.","Sleek, stylish, and distinctly modern, the all-aluminum Elba Fire Pit brings a bold architectural statement to your outdoor space. Designed with a clean, linear aesthetic, Elba illuminates the elegance of O.W. Lee’s unmatched craftsmanship in aluminum with a durable commercial grade porcelain top to create a fire feature that feels both contemporary and timeless. Artisan-crafted in the USA, the Elba Fire Pit offers exceptional customization to suit your outdoor aesthetic. Choose from 10 elegant frame finishes and 16 striking porcelain tile tops to create your ideal centerpiece. Available with either manual or electronic ignition, each unit comes propane-ready and can be easily converted to natural gas with an optional conversion kit. With four height options and six versatile sizes, the Elba fire pit is our most extensive Casual Fireside collection.","{'height_in': '19', 'collection': 'Elba', 'weight_lbs': '109 (pkg)', 'arm_height_in': '—', 'seat_height_in': '—', 'spec_sheet_pdf': 'https://www.owlee.com/wp-content/uploads/2021/11/Casual-Fireside_Retail_SpecSheets_2026_5122-42RDO-Elba.pdf', 'width_diameter_in': '42'}","['o-w-lee', 'elba', 'made-in-usa']",Aluminum
